"NB"	"KNN1"	"COMB"	"MLP"	"SVM"
"1"	0.752577319587629	0.989690721649485	0.9	0.969072164948454	1
"2"	0.705263157894737	1	0.9	0.978947368421053	1
"3"	0.645833333333333	0.979166666666667	0.9	0.958333333333333	0.979166666666667
"4"	0.6875	0.989583333333333	0.9	0.979166666666667	0.989583333333333
"5"	0.736842105263158	1	0.9	0.989473684210526	1
"6"	0.697916666666667	0.989583333333333	0.9	0.979166666666667	0.989583333333333
"7"	0.71875	1	0.9	0.989583333333333	1
"8"	0.642105263157895	1	0.9	1	1
"9"	0.739583333333333	0.979166666666667	0.9	0.989583333333333	0.979166666666667
